Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
JMSB_70,JMSB,Marketing,Marketing,Undergraduate,Bachelor / Certificate,MARK,454,Personal Selling,"Cases, simulations",Courses,Course-integrated,
JMSB_71,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,458,The Marketing of Food,Live case studies,Courses,Course-integrated,
JMSB_72,JMSB,Marketing,Marketing Co-operative,Undergraduate,Bachelor,MARK,460,Integrated Marketing Communications Practicum,Practicum,Practica,Course-integrated,
JMSB_73,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,462,Environment of World Business,Project directed to a selected part of the world,Courses,Course-integrated,
JMSB_74,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,465,International Marketing Management,Project directed to a selected part of the world,Courses,Course-integrated,
JMSB_75,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,485,Business to Business Marketing,The whole spectrum is covered.,Courses,Course-integrated,
JMSB_76,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,486,Product Innovation and Stratgey,"Case studies, simulations, application oriented",Courses,Course-integrated,
JMSB_77,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,492,Cross-cultural communication,Project directed to a selected part of the world,Courses,Course-integrated,
JMSB_78,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,495,Strategic Marketing Planning,"Capstone course, cases, major project ",Capstone projects,Course-integrated,
JMSB_79,JMSB,Supply Chain and Business Technology Management,"Supply Chain Operations Management, Data Intelligence",Undergraduate,Bachelor,BSTA,378,Statistical Models for Data Analysis,Analyses of real-life data using statistical software packages,Courses,Course-integrated,
JMSB_80,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,BSTA,445,Statistical Software for Data Management & Analysis,"Computer labs, lab work",Courses,Course-integrated,
JMSB_81,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,BSTA,478,Data Mining Techniques,Practical experience,Courses,Course-integrated,
JMSB_82,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,200,Fundamentals of Information Technology,Hands-on experience,Courses,Course-integrated,
JMSB_83,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,430,Enterprise Resources Planning and Technology Integration,"Experimental design, analysis and implementation of real business solution.",Courses,Course-integrated,
JMSB_84,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,440,"Business Information Systems’ Risks, Security & Audit","Applied learning through intensive case, hands-on experience-on IT auditing & security management project",Courses,Course-integrated,
JMSB_85,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,480,Project Management,Game-based learning using full version of industry ERP system on simulated business cases.,Courses,Course-integrated,
JMSB_86,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,481,Information Systems Analysis,"Experimental design, analysis and solution methodology and techniques",Courses,Course-integrated,
JMSB_87,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,496,"Information Technology strategy, management and sourcing","Experimental design, analysis and solution methodology and techniques",Courses,Course-integrated,
JMSB_88,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,SCOM,492,Supply Chain Simulation,Experimental design & analysis techniques,Courses,Course-integrated,
JMSB_89,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,SCOM,498,Supply Chain Project,Project carried out in a real-life setting,Course-integrated projects,Course-integrated,
JMSB_90,JMSB,Accountancy,Any program,Undergraduate,Bachelor,ACCO,,COMM ACCO,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_91,JMSB,Finance,Any program,Undergraduate,Bachelor,FINA,,COMM FINA,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_92,JMSB,Management,MBA,Graduate,Master,MBA,,MBA Regular,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_93,JMSB,Management,MBA,Graduate,Master,MBA,652,MBA Internship,Internship,Internships,Work-integrated,
JMSB_94,JMSB,Management,MBA,Graduate,Master,MBA,660,Small Business Consulting Bureau,Business,Entrepreneurship,Work-integrated,
JMSB_95,JMSB,Management,MBA,Graduate,Master,,,District 3 Start-up – Applied Entrepreneurship Program,Move a concept from idea to product market fit in one semester,Entrepreneurship,Work-integrated,https://www.concordia.ca/jmsb/programs/graduate/mba/program-details/option-1/elective-courses311.html
JMSB_96,JMSB,Management,MBA,Graduate,Master,,,Medical Device Innovation – Applied Entrepreneurship,"Joint endeavour of the Department of Surgery at McGill, ETS & JMSB",Entrepreneurship,Work-integrated,https://www.concordia.ca/jmsb/programs/graduate/mba/program-details/option-1/elective-courses311.html
JMSB_97,JMSB,Any department,Any program,Undergraduate,Bachelor,COMM,HRMA,COMM HRMA,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_98,JMSB,Any department,Any program,Undergraduate,Bachelor,COMM,IBUS,COMM IBUS,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_99,JMSB,Any department,Any program,Undergraduate,Bachelor,COMM,SCOM,COMM SCOM,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_100,JMSB,Any department,Any program,Graduate,Master,MANA,529,Internship,Internship,Internships,Work-integrated,
JMSB_101,JMSB,Any department,Any program,Graduate,Master,MANA,529,Internship - Public Admin,Internship,Internships,Work-integrated,
JMSB_102,JMSB,Any department,Any program,Graduate,Master,MANA,539,Internship - Health Care Admin,Internship,Internships,Work-integrated,
JMSB_103,JMSB,Any department,Any program,Graduate,Master,MANA,549,Internship - Arts Admin,Internship,Internships,Work-integrated,
JMSB_104,JMSB,Marketing,Any program,Undergraduate,Bachelor,MARK,,COMM MARK,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_105,JMSB,Supply Chain and Business Technology Management,Any program,Undergraduate,Bachelor,BTM,,COMM BTM,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
JMSB_106,JMSB,Accountancy,Any program,Any level,Any degree,,,CPA Research Centre in Accountability,"The CPA Research Centre in Accountability provides support and funding for primarily research, and teaching initiatives at the department of Accountancy at JMSB. The CPA Research Centre encourages research in a number of areas, including organizational performance, business ethics, management accounting, sustainability and information technology. ",Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/cpa.html
JMSB_107,JMSB,Any department,Any program,Any level,Any degree,,,Centre for Multidisciplinary Behavioural Business Research (CMBBR),The mission of the Centre for Multidisciplinary Behavioural Business Research (CMBBR) is to advance the knowledge of behavioural issues in businesses and organizations. ,Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/multidisciplinary-behavioural-business.html
JMSB_108,JMSB,Finance,Any program,Any level,Any degree,,,Desjardins Centre for Innovation in Business Finance,"The Desjardins Centre for Innovation in Business Finance is funded by a generous endowment from the Desjardins Group. The Centre’s research will focus on innovation in business finance and on advances in the financial services sector, with specific reference to the effects on small to medium-sized business customers. ",Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/desjardins.html
JMSB_109,JMSB,Management,MBA,Graduate,Master,MBA,651,MBA Research Paper,Research paper,Major research projects,Research-based,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
JMSB_110,JMSB,Management,Any program,Any level,Any degree,,,David O’Brien Centre for Sustainable Enterprise (DOCSE),The David O’Brien Centre for Sustainable Enterprise (DOCSE) focuses its efforts on guiding organizations toward holistic sustainable strategies that are rooted in innovation and enterprise development.,Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/david-obrien.html
JMSB_111,JMSB,Management,Any program,Any level,Any degree,,,Institute for Community Entrepreneurship and Development,"The Institute for Community Entrepreneurship and Development undertakes research, but is also a centre for training for social and economic development in Aboriginal, Black, ethnic and immigrant communities.",Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/community-entrepreneurship.html
JMSB_112,JMSB,Management,Any program,Any level,Any degree,,,Interneg Research Centre,"The Interneg Research Centre is a collaborative research initiative in e-negotiations, supported by Science and Engineering Research Canada, and the Alexander von Humboldt Foundation, Germany.",Research centres,Research-based,http://interneg.concordia.ca/
JMSB_113,JMSB,Management,Any program,Graduate,PhD,,,Luc Beauregard Centre of Excellence in Communications Research,"The ultimate goal of the Luc Beauregard Centre of Excellence in Communications Research is to strengthen exchanges between industry and academia, better understand the role of communications in business and propel excellence in doctoral studies.",Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/luc-beauregard.html
JMSB_114,JMSB,Management,Any program,Any level,Any degree,,,National Bank Initiative in Entrepreneurship and Family Business,"The National Bank Initiative in Entrepreneurship and Family Business is funded by a generous endowment from the National Bank. The Initiative’s purpose is to promote research projects in the field of entrepreneurship and family business, and to support undergraduate and students with an interest in entrepreneurship and family business.",Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/national-bank-initiative.html
JMSB_115,JMSB,Management,Any program,Any level,Any degree,,,Bob and Raye Briscoe Centre in Business Ownership Studies,The Bob and Raye Briscoe Centre in Business Ownership Studies supports teaching and research in the area of business ownership and entrepreneurship at the John Molson School of Business. ,Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/briscoe.html
JMSB_116,JMSB,Management,Management,Undergraduate,Bachelor,MANA,499,Special Topics in Management,Students are encouraged to work independently on research topics of interest to them,Undergraduate research projects,Research-based,
JMSB_117,JMSB,Management,Any program,Any level,Any degree,,,Institute for Governance of Private and Public Organizations,"The Institute for Governance of Private and Public Organizations was founded as a joint initiative of Concordia’s John Molson School of Business and HEC Montréal with the goal of raising the overall quality of governance. This is done through research, training, policy papers and knowledge dissemination.",Research centres,Research-based,https://igopp.org/en/
JMSB_118,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,493,Current issues in marketing,Research projects,Undergraduate research projects,Research-based,
JMSB_119,JMSB,Marketing,Any program,Graduate,Master,,,Laboratory for Sensory Research,The Laboratory for Sensory Research is located at the John Molson School of Business and funded by the Canadian Foundation for Innovation (CFI).,Research labs & facilities,Research-based,https://www.concordia.ca/jmsb/research/centres/sensory-lab.html
JMSB_120,JMSB,Supply Chain and Business Technology Management,Any program,Any level,Any degree,,,CN Centre for Studies in Sustainable Supply Chain Management,"The CN Centre for Studies in Sustainable Supply Chain Management provides an effective and mutually beneficial applied teaching and research platform where JMSB and CN will collaborate on designing, executing and bringing to fruition sustainable supply chain management based projects that have academic and business merit.
",Research centres,Research-based,https://www.concordia.ca/jmsb/research/centres/cn.html
