 "csubject" , "cnumber" , "cname" , "component" ,
 "ELEC" , "6131" , "Error Detecting and Correcting Codes" , "http://acad.io/schema#Lecture" ,
 "MANA" , "481" , "Introduction to Management Consulting" , "http://acad.io/schema#Lecture" ,
 "MECH" , "7501" , "Design Using Composite Materials" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "6641" , "Industrialized Building" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "228" , "System Hardware" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "228" , "System Hardware" , "http://acad.io/schema#Tutorial" ,
 "SOEN" , "228" , "System Hardware" , "http://acad.io/schema#Lab" ,
 "BLDG" , "7601" , "Durability of Building Materials" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "465" , "Remote Sensing" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "465" , "Remote Sensing" , "http://acad.io/schema#Lab" ,
 "EXCI" , "254" , "Human Anatomy II: Systemic Anatomy" , "http://acad.io/schema#Lecture" ,
 "EXCI" , "254" , "Human Anatomy II: Systemic Anatomy" , "http://acad.io/schema#Lab" ,
 "ELEC" , "430" , "Electrical Power Equipment" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "430" , "Electrical Power Equipment" , "http://acad.io/schema#Lab" ,
 "BLDG" , "6591" , "Computer-Aided Building Design" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "363" , "Geographic Information Systems" , "http://acad.io/schema#Lecture" ,
 "GEOG" , "363" , "Geographic Information Systems" , "http://acad.io/schema#Tutorial" ,
 "GEOG" , "363" , "Geographic Information Systems" , "http://acad.io/schema#Lab" ,
 "ENGL" , "348" , "Creative Writing: Poetry" , "http://acad.io/schema#Lecture" ,
 "SCPA" , "511" , "Projet DÉC. Partie II" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "6651" , "Water Pollution and Control" , "http://acad.io/schema#Lecture" ,
 "FINA" , "395" , "Theory of Finance II" , "http://acad.io/schema#Lecture" ,
 "MECH" , "414" , "Computer Numerically Controlled Machining" , "http://acad.io/schema#Lecture" ,
 "MECH" , "414" , "Computer Numerically Controlled Machining" , "http://acad.io/schema#Lab" ,
 "SOCI" , "691" , "Thesis" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "487" , "Web Services and Applications" , "http://acad.io/schema#Lecture" ,
 "SOEN" , "487" , "Web Services and Applications" , "http://acad.io/schema#Tutorial" ,
 "SOEN" , "487" , "Web Services and Applications" , "http://acad.io/schema#Lab" ,
 "TESL" , "426" , "Primary Pedagogy" , "http://acad.io/schema#Lecture" ,
 "TESL" , "426" , "Primary Pedagogy" , "http://acad.io/schema#Lab" ,
 "BLDG" , "6071" , "Wind Engineering and Building Aerodynamics" , "http://acad.io/schema#Lecture" ,
 "MECH" , "6541" , "Joining Processes and Nondestructive Testing" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "201" , "Introductory Biology" , "http://acad.io/schema#Lecture" ,
 "BIOL" , "201" , "Introductory Biology" , "http://acad.io/schema#Lab" ,
 "INSE" , "6160" , "Database Security and Privacy" , "http://acad.io/schema#Lecture" ,
 "AHSC" , "525" , "Individual and Group Intervention with Youth" , "http://acad.io/schema#Lecture" ,
 "ACTU" , "386" , "Actuarial Mathematics Lab II" , "http://acad.io/schema#Lecture" ,
 "JOUR" , "508" , "Research Project" , "http://acad.io/schema#Tutorial" ,
 "APLI" , "616" , "Pedagogical Grammar" , "http://acad.io/schema#Lecture" ,
 "INDU" , "6221" , "Lean Enterprise" , "http://acad.io/schema#Lecture" ,
 "MATH" , "646" , "Research Internship" , "http://acad.io/schema#Lecture" ,
 "URBS" , "362" , "Quantitative Research Methods" , "http://acad.io/schema#Lecture" ,
 "URBS" , "362" , "Quantitative Research Methods" , "http://acad.io/schema#Lab" ,
 "INDU" , "324" , "Operations Research II" , "http://acad.io/schema#Lecture" ,
 "INDU" , "324" , "Operations Research II" , "http://acad.io/schema#Tutorial" ,
 "INDU" , "324" , "Operations Research II" , "http://acad.io/schema#Lab" ,
 "MECH" , "461" , "Gas Dynamics" , "http://acad.io/schema#Lecture" ,
 "MECH" , "461" , "Gas Dynamics" , "http://acad.io/schema#Lab" ,
 "COMP" , "249" , "Object‑Oriented Programming I" , "http://acad.io/schema#Lecture" ,
 "COMP" , "249" , "Object‑Oriented Programming I" , "http://acad.io/schema#Tutorial" ,
 "COMP" , "249" , "Object‑Oriented Programming I" , "http://acad.io/schema#Lab" ,
 "CIVI" , "6101" , "Planning and Design of Bridges" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "321" , "Engineering Materials" , "http://acad.io/schema#Lecture" ,
 "CIVI" , "321" , "Engineering Materials" , "http://acad.io/schema#Lab" ,
 "INSE" , "6680" , "Systems Physical Security" , "http://acad.io/schema#Lecture" ,
 "MAST" , "700" , "Thesis" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "7441" , "Design of Power Electronic Circuits" , "http://acad.io/schema#Lecture" ,
 "TESL" , "324" , "Methodology I" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6411" , "Power Electronics I" , "http://acad.io/schema#Lecture" ,
 "COEN" , "6313" , "Programming on the Cloud" , "http://acad.io/schema#Lecture" ,
 "COEN" , "490" , "Capstone Computer Engineering Design Project" , "http://acad.io/schema#Lecture" ,
 "ELEC" , "6461" , "Power Electronics II" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6400" , "Principles of Systems Engineering" , "http://acad.io/schema#Lecture" ,
 "FINA" , "385" , "Theory of Finance I" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6311" , "Sustainable Infrastructure Planning and Management Systems" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6300" , "Quality Assurance in Supply Chain Management" , "http://acad.io/schema#Lecture" ,
 "MARK" , "493" , "Current issues in marketing" , "http://acad.io/schema#Lecture" ,
 "INSE" , "6441" , "Applied Game Theory and Mechanism Design" , "http://acad.io/schema#Lecture" ,
 "BLDG" , "463" , "Building Envelope Design" , "http://acad.io/schema#Lecture" ,
 "MBA" , "644" , "Marketing Management" , "http://acad.io/schema#Lecture" ,
 "FTRA" , "598" , "Étude avancée d’un sujet particulier / Special Topics" , "http://acad.io/schema#Lecture" ,
